electrons
		event id.	psd sig.u1	psd sig.u2	psd sig.v1	psd sig.v2	pos.x	pos.y	pos.r	pos.t	energy	p	px	py	pz
	91	245	-8261	16215	2277	4901	-16.1332	-1.968	16.16679589584746	186.9548351760139	115.4147697886193	2.912550347535305	-2.338964840121609	-0.2853174079625309	1.711954140833355
	92	249	13938	-6178	-556	7727	15.0812	-6.21225	16.13887826611351	337.6122507615831	115.4542554440946	2.913048525217385	2.179074937185275	-0.8976048509233048	1.712246962327901
	93	252	-4891	12403	8643	-2140	-11.1058	8.087250000000001	13.88607954514712	143.9378711116388	119.0172993930066	2.957656898207615	-1.934285345277253	1.408547710078829	1.73846710610021
	94	255	8808	-724	12033	-4661	7.6724	12.5205	14.68429916645667	58.50057311189956	117.6610917537519	2.940757298668735	1.243067869080037	2.028547945208357	1.728533770721649
	95	257	15011	-6555	5429	2224	16.0962	2.40375	16.18858462127935	8.493582182178102	115.3840207504851	2.912162337890928	2.330149310760834	0.3479763177483725	1.711726074486644
	96	258	13263	-5085	6400	1215	13.8436	3.88875	14.61259688575788	15.69037007368896	117.7782719357624	2.942221303105394	2.291610163055435	0.6437269945376798	1.729394290938804
	97	259	13518	-5364	4697	2663	14.2174	1.5255	14.29900741345356	6.124297205091423	118.3012209349226	2.948745968124412	2.371970566430533	0.2545079338760799	1.733229392813116
	98	261	-3743	11287	12013	-5121	-9.520999999999999	12.8505	16.25262369059377	126.5349327013266	115.2939897988505	2.911025976422834	-1.402002963245225	1.892284327190713	1.711058137974427
	99	265	-3142	11333	-4101	11037	-9.1325	-11.3535	14.49357972509833	231.1875835034565	117.974716072795	2.944673968227233	-1.493155106384927	-1.856286504358045	1.730835931326228
	100	270	3926	4702	-8827	15963	0.4568	-18.5925	18.69756586123273	271.4074195353934	112.1879950887541	2.871547073346943	0.05705987964963437	-2.322429534815809	1.687853020969832
